date;species_german;species;number;tolerance_no;sex;age;bodymass;forearm; 5th_finger ;epiphyseal_joints;activity;testicles;epididymis;teats;ring_type;ring_no;ring_no_initially;ring_position;relatives;GPS_unit;location;box_type;box_no;type_of_occurrence_general;type_of_occurrence_special;observation_type;evidence_type;x_lim;y_lim;tolerance_xy;district;federal_state;ringer;data_unclear;comment;editing_stauts;shipment_Dresden
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33.3;53;;;;;;;N;A112195;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33.3;53.7;;;;;;;N;A169138;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33.3;57.5;;;;;;;N;A169148;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.1;;;;;;;eWdf.;A106307;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54;;;;;;;N;A106317;;;;;Fledermauskastenrevier Prieros;;10;;;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;32.5;;;;;;;N;A106332;;;;;Fledermauskastenrevier Prieros;;45;;;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;52.5;;;;;;;N;A112006;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;55.3;;;;;;;eWdf.;A112007;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;55.2;;;;;;;eWdf.;A112014;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.1;;;;;;;N;A112015;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;55.9;;;;;;;N;A112025;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55.5;;;;;;;N;A112044;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;53.8;;;;;;;N;A112046;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;51.7;;;;;;;eWdf.;A112063;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55;;;;;;;N;A112193;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.05.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55;;5;;;;;fWdf.;A117068;;1;;;Fledermauskastenrevier Prieros;;5;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
25.08.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;57.1;;5;3;;;;N;A123137;;;;;Fledermauskastenrevier Prieros;;18;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55.6;;5;;;;;eWdf.;A123139;;1;;;Fledermauskastenrevier Prieros;;31;Fortpflanzungsstätte;Paarungsquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;53.9;;5;1;2;3;;N;A123154;;;;;Fledermauskastenrevier Prieros;;16;Fortpflanzungsstätte;Paarungsquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55;;5;;;;;N;A123262;;;;;Fledermauskastenrevier Prieros;;32;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *17 ;19.01.2017;19.01.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.4;;5;;;;;N;A123278;;;;;Fledermauskastenrevier Prieros;;11;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *42 ;19.01.2017;19.01.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.3;;;;;;;eWdf.;A123286;;1;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;52.8;;5;;;;;N;A123298;;;;;Fledermauskastenrevier Prieros;;16;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *74 ;19.01.2017;19.01.2017
23.11.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;56.1;;5;;;;;eWdf.;A129662;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
23.11.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.5;;5;;;;;eWdf.;A129754;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.10.2016;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.4;;5;;;;;N;A129885;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.10.2016;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;53.7;;5;;;;;N;A129889;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
21.07.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;56.2;;5;1;;;4;eWdf.;A132522;;1;;;Fledermauskastenrevier Prieros;;6;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
16.10.2015;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;51.9;;5;;;;;eWdf.;A132536;;1;;;Fledermauskastenrevier Prieros;;11;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;; *41 ;19.01.2017;19.01.2017
19.07.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.9;;5;;;;4;eWdf.;A132542;;1;;Wdf. 94;Fledermauskastenrevier Prieros;;34;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55.4;;;;;;;eWdf.;A132572;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55.4;;;;;;;eWdf.;A132572;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.05.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;56.3;;5;;;;;eWdf.;A132574;;1;;;Fledermauskastenrevier Prieros;;22;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
21.07.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;;;5;1;;;4;eWdf.;A132601;;1;;;Fledermauskastenrevier Prieros;;17;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;52.9;;1;;;;;eWdf.;A132630;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
19.05.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55.1;;5;;;;;eWdf.;A132636;;1;;;Fledermauskastenrevier Prieros;;22;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.5;;1;;;;;eWdf.;A132657;;1;;;Fledermauskastenrevier Prieros;;33;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.8;;5;;;;;eWdf.;A132673;;1;;;Fledermauskastenrevier Prieros;;18;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
09.07.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;56.2;;;1;;;4;N;A132686;;;;;Fledermauskastenrevier Prieros;;5;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
11.12.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55.5;;5;;;;;eWdf.;A132689;;1;;;Fledermauskastenrevier Prieros;;35;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55.2;;1;;;;;eWdf.;A132715;;1;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
24.09.2015;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;53.8;;5;;;;;eWdf.;A132726;;1;;;Fledermauskastenrevier Prieros;;33;Fortpflanzungsstätte;Paarungsquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
19.10.2016;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;55.2;;5;;;;;eWdf.;A132742;;1;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
22.09.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;53.3;;5;;;;;NeWdf.;A135658;A123162;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Ring zerbissen = neuer Ring;19.01.2017;19.01.2017
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;53.9;;;;;;;N;A135837;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;53.9;;;;;;;N;A135837;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.8;;;;;;;eWdf.;A135851;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.8;;;;;;;N;A135851;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.8;;;;;;;eWdf.;A135870;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
19.05.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;56.1;;5;;;;;N;A137010;;;;;Fledermauskastenrevier Prieros;;27;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;19.01.2017;19.01.2017
07.07.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.6;;1;1;;;4;eWdf.;A137045;;1;;;Fledermauskastenrevier Prieros;;30;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.5;;1;;;;;eWdf.;A137146;;1;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;52.3;;;;;;;eWdf.;A137204;;1;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
10.03.2016;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;55.3;;1;;;;;N;A137306;;;;;Fledermauskastenrevier Prieros;;42;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.5;;1;;;;;N;A137327;;;;;Fledermauskastenrevier Prieros;;33;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
20.05.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;56.3;;1;;;;;N;A137343;;;;;Fledermauskastenrevier Prieros;;23;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;04.10.2017;06.12.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;50.9;;;;;;;N;A143557;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.9;;;;;;;N;A143561;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;52.7;;;;;;;N;A143571;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;53.4;;;;;;;N;A143574;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;06.12.2017;06.12.2017
23.11.2017;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;53;;;;;;;N;A143614;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;Flügelstanzung;06.12.2017;06.12.2017
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.5;;;;;;;eWdf.;A143634;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.5;;;;;;;eWdf.;A143634;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.7;;;;;;;eWdf.;A143814;;;;;Fledermauskastenrevier Prieros;;33;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
30.11.2018;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.7;;;;;;;eWdf.;A143814;;;;;Fledermauskastenrevier Prieros;;33;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.2;;;;;;;N;A144561;;;;;Fledermauskastenrevier Prieros;;17;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;53.6;;;;;;;eWdf.;A144582;;;;;Fledermauskastenrevier Prieros;;25;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;55.1;;;;;;;eWdf.;A144594;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2022;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.5;;;;;;;N;A169150;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.1;;;;;;;eWdf.;A90452;;;;;Fledermauskastenrevier Prieros;;45;Fortpflanzungsstätte;Wochenstubenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.5;;;;;;;eWdf.;A90467;;;;;Fledermauskastenrevier Prieros;;44;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
01.12.2020;Abendsegler;Nyctalus noctula;1;genau;m;ad.;33;54.3;;;;;;;eWdf.;A90485;;;;;Fledermauskastenrevier Prieros;;45;Ruhestätte;Winterquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
28.05.2020;Abendsegler;Nyctalus noctula;1;genau;f;ad.;33;54.2;;;;;;;eWdf.;A93833;;;;;Fledermauskastenrevier Prieros;;21;Ruhestätte;Zwischenquartier;besetztes Quartier;Kontrolle;414917;5786622;Mittelpunkt;Dahme-Spreewald;Brandenburg;Hoffmeister, U., Teige, T. & Voigt, C.;;;09.02.2023;09.02.2023
